Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57945	Pseudomonas aeruginosa PAO1	15599920	PA4726	NP_253414.1	two-component response regulator CbrB	57977	Pseudomonas aeruginosa UCBPP-PA14	116052873	PA14_62540	WP_003095138.1	two-component response regulator CbrB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599921	PA4727	NP_253415.1	poly(A) polymerase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052874	PA14_62560	WP_003135224.1	poly(A) polymerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599922	PA4728	NP_253416.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052875	PA14_62570	WP_003100189.1	2-amino-4-hydroxy-6- hydroxymethyldihydropteridine pyrophosphokinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599923	PA4729	NP_253417.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052876	PA14_62580	WP_003095147.1	3-methyl-2-oxobutanoate hydroxymethyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599924	PA4730	NP_253418.1	pantoate--beta-alanine ligase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052877	PA14_62590	WP_003109313.1	pantoate--beta-alanine ligase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599925	PA4731	NP_253419.1	aspartate alpha-decarboxylase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052878	PA14_62600	WP_003095150.1	aspartate alpha-decarboxylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599926	PA4732	NP_253420.1	glucose-6-phosphate isomerase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052879	PA14_62620	WP_003100194.1	glucose-6-phosphate isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599927	PA4733	NP_253421.1	acetyl-CoA synthetase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052880	PA14_62630	WP_003135230.1	acetyl-CoA synthetase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599928	PA4734	NP_253422.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052881	PA14_62640	WP_003109315.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599929	PA4735	NP_253423.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052882	PA14_62650	WP_004365379.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599930	PA4736	NP_253424.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052883	PA14_62660	WP_028234133.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599931	PA4737	NP_253425.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052884	PA14_62670	WP_003095173.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599932	PA4738	NP_253426.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052885	PA14_62680	WP_003095174.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599933	PA4739	NP_253427.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052886	PA14_62690	WP_003095177.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599934	PA4740	NP_253428.1	polynucleotide phosphorylase/polyadenylase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052887	PA14_62710	WP_003095181.1	polynucleotide phosphorylase/polyadenylase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599935	PA4741	NP_253429.1	30S ribosomal protein S15	57977	Pseudomonas aeruginosa UCBPP-PA14	116052888	PA14_62720	WP_003095184.1	30S ribosomal protein S15				
rbb	57945	Pseudomonas aeruginosa PAO1	15599936	PA4742	NP_253430.1	tRNA pseudouridine synthase B	57977	Pseudomonas aeruginosa UCBPP-PA14	116052889	PA14_62730	WP_003135237.1	tRNA pseudouridine synthase B				
rbb	57945	Pseudomonas aeruginosa PAO1	15599937	PA4743	NP_253431.1	ribosome-binding factor A	57977	Pseudomonas aeruginosa UCBPP-PA14	116052890	PA14_62740	WP_003095188.1	ribosome-binding factor A				
rbb	57945	Pseudomonas aeruginosa PAO1	15599938	PA4744	NP_253432.1	translation initiation factor IF-2	57977	Pseudomonas aeruginosa UCBPP-PA14	116052891	PA14_62760	WP_003100517.1	translation initiation factor IF-2				
rbb	57945	Pseudomonas aeruginosa PAO1	15599939	PA4745	NP_253433.1	transcription elongation factor NusA	57977	Pseudomonas aeruginosa UCBPP-PA14	116052892	PA14_62770	WP_003095192.1	transcription elongation factor NusA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599940	PA4746	NP_253434.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052893	PA14_62780	WP_003095193.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599941	PA4747	NP_253435.1	preprotein translocase subunit SecG	57977	Pseudomonas aeruginosa UCBPP-PA14	116052894	PA14_62810	WP_004365383.1	preprotein translocase subunit SecG				
rbb	57945	Pseudomonas aeruginosa PAO1	15599942	PA4748	NP_253436.1	triosephosphate isomerase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052895	PA14_62830	WP_003100513.1	triosephosphate isomerase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599943	PA4749	NP_253437.1	phosphoglucosamine mutase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052896	PA14_62840	WP_003095196.1	phosphoglucosamine mutase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599944	PA4750	NP_253438.1	dihydropteroate synthase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052897	PA14_62850	WP_004365384.1	dihydropteroate synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599945	PA4751	NP_253439.1	cell division protein FtsH	57977	Pseudomonas aeruginosa UCBPP-PA14	116052898	PA14_62860	WP_003148219.1	cell division protein FtsH				
rbb	57945	Pseudomonas aeruginosa PAO1	15599946	PA4752	NP_253440.1	cell division protein FtsJ	57977	Pseudomonas aeruginosa UCBPP-PA14	116052899	PA14_62870	WP_003095202.1	cell division protein FtsJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15599947	PA4753	NP_253441.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052900	PA14_62880	WP_003095204.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599948	PA4754	NP_253442.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052901	PA14_62890	WP_003109321.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599949	PA4755	NP_253443.1	transcription elongation factor GreA	57977	Pseudomonas aeruginosa UCBPP-PA14	116052902	PA14_62900	WP_003095206.1	transcription elongation factor GreA				
rbb	57945	Pseudomonas aeruginosa PAO1	15599950	PA4756	NP_253444.1	carbamoyl phosphate synthase large subunit	57977	Pseudomonas aeruginosa UCBPP-PA14	116052903	PA14_62910	WP_003095207.1	carbamoyl phosphate synthase large subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599951	PA4757	NP_253445.1	leucine export protein LeuE	57977	Pseudomonas aeruginosa UCBPP-PA14	116052904	PA14_62920	WP_003095208.1	leucine export protein LeuE				
rbb	57945	Pseudomonas aeruginosa PAO1	15599952	PA4758	NP_253446.1	carbamoyl phosphate synthase small subunit	57977	Pseudomonas aeruginosa UCBPP-PA14	116052905	PA14_62930	WP_011666772.1	carbamoyl phosphate synthase small subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15599953	PA4759	NP_253447.1	dihydrodipicolinate reductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052906	PA14_62940	WP_003095210.1	dihydrodipicolinate reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599954	PA4760	NP_253448.1	chaperone protein DnaJ	57977	Pseudomonas aeruginosa UCBPP-PA14	116052907	PA14_62960	WP_003095211.1	chaperone protein DnaJ				
rbb	57945	Pseudomonas aeruginosa PAO1	15599955	PA4761	NP_253449.1	molecular chaperone DnaK	57977	Pseudomonas aeruginosa UCBPP-PA14	116052908	PA14_62970	WP_003095212.1	molecular chaperone DnaK				
rbb	57945	Pseudomonas aeruginosa PAO1	15599956	PA4762	NP_253450.1	heat shock protein GrpE	57977	Pseudomonas aeruginosa UCBPP-PA14	116052909	PA14_62990	WP_003095213.1	heat shock protein GrpE				
rbb	57945	Pseudomonas aeruginosa PAO1	15599957	PA4763	NP_253451.1	DNA repair protein RecN	57977	Pseudomonas aeruginosa UCBPP-PA14	116052910	PA14_63010	WP_003135243.1	DNA repair protein RecN				
rbb	57945	Pseudomonas aeruginosa PAO1	15599958	PA4764	NP_253452.1	ferric uptake regulation protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052911	PA14_63020	WP_003095216.1	ferric uptake regulation protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599959	PA4765	NP_253453.1	Outer membrane lipoprotein OmlA precursor	57977	Pseudomonas aeruginosa UCBPP-PA14	116052912	PA14_63030	WP_003109323.1	outer membrane lipoprotein OmlA precursor				
rbb	57945	Pseudomonas aeruginosa PAO1	15599960	PA4766	NP_253454.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052913	PA14_63040	WP_004365388.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599961	PA4767	NP_253455.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052914	PA14_63050	WP_004365389.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599962	PA4768	NP_253456.1	SsrA-binding protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052915	PA14_63060	WP_003100496.1	SsrA-binding protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599963	PA4769	NP_253457.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116052916	PA14_63070	WP_003095221.1	GntR family transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599964	PA4770	NP_253458.1	L-lactate permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116052917	PA14_63080	WP_003100495.1	L-lactate permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15599965	PA4771	NP_253459.1	L-lactate dehydrogenase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052918	PA14_63090	WP_004365390.1	L-lactate dehydrogenase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599966	PA4772	NP_253460.1	ferredoxin	57977	Pseudomonas aeruginosa UCBPP-PA14	116052919	PA14_63100	WP_004365391.1	putative ferredoxin				
rbb	57945	Pseudomonas aeruginosa PAO1	15599967	PA4773	NP_253461.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052920	PA14_63110	WP_009877145.1	putative S-adenosylmethionine decarboxylase proenzyme				
rbb	57945	Pseudomonas aeruginosa PAO1	15599968	PA4774	NP_253462.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052921	PA14_63120	WP_031630363.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599969	PA4775	NP_253463.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052922	PA14_63130	WP_004365394.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599970	PA4776	NP_253464.1	PmrA: two-component regulator system response regulator PmrA	57977	Pseudomonas aeruginosa UCBPP-PA14	116052923	PA14_63150	WP_003102236.1	two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599971	PA4777	NP_253465.1	PmrB: two-component regulator system signal sensor kinase PmrB	57977	Pseudomonas aeruginosa UCBPP-PA14	116052924	PA14_63160	WP_003111296.1	PmrB: two-component regulator system signal sensor kinase PmrB				
rbb	57945	Pseudomonas aeruginosa PAO1	15599972	PA4778	NP_253466.1	CueR	57977	Pseudomonas aeruginosa UCBPP-PA14	116052925	PA14_63170	WP_003095248.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599973	PA4779	NP_253467.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052926	PA14_63190	WP_003135252.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599974	PA4780	NP_253468.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052927	PA14_63200	WP_003095255.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599975	PA4781	NP_253469.1	cyclic di-GMP phosphodiesterase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052928	PA14_63210	WP_003095256.1	putative two-component response regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599976	PA4782	NP_253470.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052929	PA14_63220	WP_003102243.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599977	PA4783	NP_253471.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052930	PA14_63230	WP_003102245.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599978	PA4784	NP_253472.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116052931	PA14_63240	WP_003095262.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599979	PA4785	NP_253473.1	acetyl-CoA acetyltransferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052932	PA14_63250	WP_004365395.1	acetyl-CoA acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599980	PA4786	NP_253474.1	3-ketoacyl-(acyl-carrier-protein) reductase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052933	PA14_63270	WP_004365396.1	3-ketoacyl-(acyl-carrier-protein) reductase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599981	PA4787	NP_253475.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116052934	PA14_63280	WP_003095270.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15599982	PA4788	NP_253476.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052935	PA14_63290	WP_004365398.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599983	PA4789	NP_253477.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052936	PA14_63300	WP_003102255.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599984	PA4790	NP_253478.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052937	PA14_63310	WP_003111303.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599985	PA4791	NP_253479.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052938	PA14_63320	WP_004365399.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599986	PA4792	NP_253480.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052939	PA14_63330	WP_003102260.1	putative glycerolphosphodiesterase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599987	PA4793	NP_253481.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052940	PA14_63340	WP_003095282.1	putative lipoprotein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599988	PA4794	NP_253482.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052941	PA14_63350	WP_003135262.1	GNAT family acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599989	PA4795	NP_253483.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052942	PA14_63360	WP_003095286.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599990	PA4796	NP_253484.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052943	PA14_63370	WP_003095288.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599992	PA4798	NP_253486.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052944	PA14_63380	WP_004365400.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599993	PA4799	NP_253487.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052945	PA14_63390	WP_003111407.1	putative adenylate kinase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599994	PA4800	NP_253488.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052946	PA14_63410	WP_003095295.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599995	PA4801	NP_253489.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052948	PA14_63430	WP_016254382.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15599997	PA4803	NP_253491.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052951	PA14_63470	WP_003095305.1	putative methyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15599998	PA4804	NP_253492.1	amino acid permease	57977	Pseudomonas aeruginosa UCBPP-PA14	116052952	PA14_63480	WP_004365405.1	putative amino acid permease				
rbb	57945	Pseudomonas aeruginosa PAO1	15599999	PA4805	NP_253493.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052953	PA14_63500	WP_031632779.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600000	PA4806	NP_253494.1	transcriptional regulator	57977	Pseudomonas aeruginosa UCBPP-PA14	116052954	PA14_63520	WP_016254380.1	putative transcriptional regulator				
rbb	57945	Pseudomonas aeruginosa PAO1	15600001	PA4807	NP_253495.1	selenocysteine-specific elongation factor	57977	Pseudomonas aeruginosa UCBPP-PA14	116052955	PA14_63530	WP_004365408.1	selenocysteine-specific elongation factor				
rbb	57945	Pseudomonas aeruginosa PAO1	15600002	PA4808	NP_253496.1	selenocysteine synthase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052956	PA14_63540	WP_004365409.1	selenocysteine synthase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600003	PA4809	NP_253497.1	FdhE protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052957	PA14_63550	WP_003116089.1	formate dehydrogenase accessory protein FdhE				
rbb	57945	Pseudomonas aeruginosa PAO1	15600004	PA4810	NP_253498.1	nitrate-inducible formate dehydrogenase, subunit gamma	57977	Pseudomonas aeruginosa UCBPP-PA14	116052958	PA14_63570	WP_003095316.1	nitrate-inducible formate dehydrogenase, gamma subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600005	PA4811	NP_253499.1	nitrate-inducible formate dehydrogenase subunit beta	57977	Pseudomonas aeruginosa UCBPP-PA14	116052959	PA14_63580	WP_004365410.1	nitrate-inducible formate dehydrogenase, beta subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	308198350	PA4812	YP_003933614	formate dehydrogenase-O, major subunit	57977	Pseudomonas aeruginosa UCBPP-PA14	116054418	PA14_63605	WP_003106791.1	formate dehydrogenase-O, major subunit				
rbb	57945	Pseudomonas aeruginosa PAO1	15600006	PA4813	NP_253500.1	lipase LipC	57977	Pseudomonas aeruginosa UCBPP-PA14	116052960	PA14_63620	WP_003095318.1	lipase LipC				
rbb	57945	Pseudomonas aeruginosa PAO1	15600007	PA4814	NP_253501.1	2,4-dienoyl-CoA reductase FadH2	57977	Pseudomonas aeruginosa UCBPP-PA14	116052961	PA14_63640	WP_004365411.1	2,4-dienoyl-CoA reductase FadH2				
rbb	57945	Pseudomonas aeruginosa PAO1	15600008	PA4815	NP_253502.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052962	PA14_63650	WP_003107883.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600009	PA4816	NP_253503.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052963	PA14_63660	WP_004365412.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600010	PA4817	NP_253504.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052964	PA14_63680	WP_003111805.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600011	PA4818	NP_253505.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052965	PA14_63700	WP_004365413.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600012	PA4819	NP_253506.1	glycosyl transferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052966	PA14_63710	WP_003107470.1	putative glycosyl transferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600013	PA4820	NP_253507.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052967	PA14_63720	WP_004365414.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600014	PA4821	NP_253508.1	transporter	57977	Pseudomonas aeruginosa UCBPP-PA14	116052968	PA14_63730	WP_003111808.1	putative transporter				
rbb	57945	Pseudomonas aeruginosa PAO1	15600015	PA4822	NP_253509.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052970	PA14_63750	WP_003135295.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600016	PA4823	NP_253510.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052971	PA14_63770	WP_003121106.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600017	PA4824	NP_253511.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052972	PA14_63780	WP_003135296.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600018	PA4825	NP_253512.1	Mg(2+) transport ATPase, P-type 2	57977	Pseudomonas aeruginosa UCBPP-PA14	116052973	PA14_63800	WP_004365415.1	Mg(2+) transport ATPase, P-type 2				
rbb	57945	Pseudomonas aeruginosa PAO1	15600019	PA4826	NP_253513.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052974	PA14_63820	WP_004365416.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600020	PA4827	NP_253514.1	arylamine N-acetyltransferase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052975	PA14_63830	WP_003110506.1	putative N-hydroxyarylamine O-acetyltransferase				
rbb	57945	Pseudomonas aeruginosa PAO1	15600021	PA4828	NP_253515.1	hypothetical protein	57977	Pseudomonas aeruginosa UCBPP-PA14	116052976	PA14_63840	WP_003112336.1	hypothetical protein				
rbb	57945	Pseudomonas aeruginosa PAO1	15600022	PA4829	NP_253516.1	dihydrolipoamide dehydrogenase	57977	Pseudomonas aeruginosa UCBPP-PA14	116052977	PA14_63850	WP_016254379.1	dihydrolipoamide dehydrogenase				
